,crude oil,gold,aluminum,nikel,cotton,rubber,wheat,natural gas,palm oil,cooper,S&P500,portfolio
2017-02-07,0.9591760994618671,1.0752505446623093,1.0818920916481887,1.0300770569226945,1.0628450106157106,1.1447028423772605,1.0557598039215688,0.840494092373792,1.0300080466216313,1.0468792340348656,1.0189037823979192,1.0327084822639887
2017-02-08,0.9721655223603641,1.0819433551198256,1.0928307464892826,1.0412627392493166,1.0651096956829433,1.1452196382428936,1.0600490196078434,0.8394199785177234,1.036651037600628,1.0649444494625597,1.0196102113100902,1.0399596182333382
2017-02-10,0.9990721840786791,1.0750501089324618,1.1093865484109382,1.0584141188168035,1.0731776362349603,1.1565891472868215,1.1004901960784317,0.8147153598281421,1.0252485638358089,1.100171619546563,1.0232461926439946,1.051231548304961
2017-02-13,0.9812581183893119,1.067764705882353,1.1059866962305982,1.062142679592344,1.0843595187544226,1.1896640826873381,1.1084558823529413,0.7905477980665954,1.0186847297838095,1.103062054014994,1.0286139835150514,1.0511926265754707
2017-02-14,0.9842271293375398,1.0702657952069716,1.1158906134515887,1.0710912254536415,1.080254777070063,1.1968992248062011,1.10171568627451,0.7800751879699251,1.0286454933529723,1.087706620901454,1.032735984459145,1.0516771753824867
2017-02-15,0.983670439784747,1.075119825708061,1.1317073170731704,1.0837683320904796,1.071620665251238,1.1777777777777776,1.1145833333333337,0.785445757250269,1.0361209915511516,1.0960166199981933,1.037891721581761,1.055583105981842
2017-02-16,0.9914640935238452,1.0797734204793028,1.12520325203252,1.0981854337559034,1.0617126680820943,1.160206718346253,1.0974264705882355,0.7663802363050487,0.9865451768884025,1.0839129256616384,1.0369948607565311,1.0450810395663244
2017-02-17,0.990536277602524,1.0759041394335511,1.1138211382113816,1.0996768580661196,1.0400566171266803,1.13953488372093,1.0808823529411766,0.761009667024705,0.9689166350394514,1.0766868394905609,1.0387355150706403,1.034702540865708
2017-02-22,0.9998144368157362,1.0783790849673205,1.1182557280118253,1.066865523241362,1.0493984430290157,1.1157622739018087,1.0814950980392157,0.6960257787325461,0.9463691253014553,1.091139011832716,1.0376113951051245,1.0243504503873002
2017-02-23,1.0092781592132127,1.0889411764705883,1.1033259423503323,1.0502112851106138,1.0618542108987963,1.0723514211886302,1.0735294117647058,0.7027389903329757,0.9229813418464187,1.0584409719085899,1.0380461408382269,1.0143652911084864
2017-02-24,1.0022267582111715,1.0955904139433552,1.1148558758314855,1.0822769077802632,1.0675159235668783,1.077002583979328,1.056985294117647,0.7054242749731475,0.9347963184346106,1.0709059705536987,1.039596321643383,1.0207580321391587
2017-02-27,1.002783447763964,1.0917037037037038,1.1231337767923133,1.0974397216007952,1.061146496815286,1.0723514211886302,1.026348039215686,0.7231471535982819,0.9173111151816667,1.0719898834793602,1.0406546130411352,1.0187354759339686
2017-02-28,1.001855631842643,1.0879651416122007,1.134959349593496,1.0902311707680832,1.0662420382165596,1.0739018087855294,1.041053921568627,0.7448979591836737,0.910092301829197,1.0790353174961609,1.0379714139544278,1.023023464089617
2017-03-01,0.9959176099461873,1.0890544662309372,1.149150036954915,1.0969425801640564,1.0877565463552716,1.0852713178294568,1.0674019607843133,0.7516111707841034,0.925277729335932,1.0868033601300693,1.0521644840495867,1.0335186778515244
2017-03-02,0.9758767860456492,1.0755991285403053,1.1294900221729491,1.0745712155108125,1.0713375796178335,1.091989664082687,1.0588235294117643,0.7529538131041894,0.9336371581717839,1.0712672748622525,1.0459989259305331,1.023554617152023
2017-03-03,0.9871961402857679,1.0760871459694992,1.1184035476718406,1.09147402435993,1.0938428874734598,1.11266149870801,1.0631127450980389,0.7591299677765847,0.9390577972034105,1.0689187968566523,1.0465259808786498,1.0309884551403192
2017-03-06,0.9868250139172393,1.067790849673203,1.1105691056910572,1.1006711409395966,1.1095541401273876,1.079586563307493,1.0741421568627447,0.7790010741138566,0.9435648339502537,1.0582603197543128,1.0430962634460854,1.0309965198337143
2017-03-07,0.9792169233624054,1.0595729847494555,1.113377679231338,1.0606512552821272,1.0938428874734598,1.0749354005167953,1.068627450980392,0.7583243823845331,0.9324893199848286,1.0429048866407729,1.0400573341620216,1.0183943170606107
2017-03-08,0.9313416218222309,1.0529934640522878,1.1070214338507023,1.011434253044991,1.088464260438782,1.0289405684754516,1.0477941176470587,0.7790010741138567,0.9390577972034106,1.0415499954836958,1.0376816190361218,1.0027598586132467
2017-03-09,0.9209500835034334,1.046832244008715,1.1076127124907613,1.0096942580164052,1.0846426043878266,1.0211886304909554,1.0441176470588232,0.798603651987111,0.9346686522687507,1.027910757835787,1.0385116558705263,0.999622124204857
2017-03-10,0.8977546854704032,1.049795206971678,1.1113082039911308,0.9860800397713144,1.0939844302901622,1.0315245478036168,1.0361519607843135,0.8077336197636954,0.9362428670050543,1.0354981483154184,1.0419062082015191,0.9986073710166788
2017-03-13,0.8988680645759886,1.0494989106753816,1.1120473022912047,1.0154113845389008,1.088039631988676,1.033074935400516,1.0104166666666663,0.8171321160042969,0.9250682012150954,1.0470598861891427,1.0422882051844118,0.9996617099545869
2017-03-14,0.8997958804973097,1.044984749455338,1.1006651884700664,1.0166542381307477,1.0920028308563334,1.0165374677002574,1.0098039215686272,0.7889366272824924,0.9354124652457932,1.0513955378917894,1.038766284808979,0.9956188907098754
2017-03-15,0.9090740397105218,1.063076252723312,1.1144124168514413,1.0193885160328109,1.105166312809624,1.027906976744185,1.068627450980392,0.8004833512352314,0.9466995988485334,1.0593442326799747,1.0474656958367106,1.0114179148616027
2017-03-16,0.9055483392095011,1.0689411764705883,1.1252032520325204,1.0146656723837928,1.1064401981599428,1.0372093023255804,1.068627450980392,0.7792696025778736,0.931134142797618,1.0674735796224368,1.0457617726120092,1.0104512716560246
2017-03-17,0.9033215809983302,1.0712505446623095,1.1333333333333333,1.0206313696246578,1.1091295116772817,1.0542635658914719,1.069240196078431,0.7916219119226642,0.9319718927514408,1.0721705356336373,1.0443873123599874,1.015693444257356
2017-03-20,0.8944145481536466,1.0755904139433554,1.1330376940133038,1.0124285359184684,1.0945506015569704,1.0454780361757097,1.05453431372549,0.8165950590762626,0.9259293064362638,1.0622346671484055,1.0422882051844118,1.0114793176147878
2017-03-22,0.8931156058637969,1.0883137254901962,1.1393939393939394,1.0012428535918465,1.0946921443736723,0.98501291989664,1.0349264705882348,0.808539205155747,0.936911204124102,1.0492277120404658,1.0442580112405395,1.003137578051864
2017-03-23,0.8845796993876418,1.085141612200436,1.1427937915742792,0.9957742977877203,1.0937013446567578,0.9994832041343661,1.0318627450980387,0.8192803437164344,0.9233713957262536,1.0522987986631738,1.043150816256758,1.0028287232945101
2017-03-24,0.8931156058637969,1.0837211328976037,1.14560236511456,0.982351478995774,1.096532200990799,0.9803617571059422,1.041053921568627,0.825993555316864,0.912128978745828,1.0485051034233581,1.0422704010618447,1.0009366100023154
2017-03-27,0.8877342735201339,1.0935599128540308,1.1410199556541016,0.9781257767834947,1.08903043170559,0.9379844961240301,1.0312499999999996,0.8195488721804516,0.8996075994386759,1.0405564086351728,1.0412077154951638,0.991841772689568
2017-03-28,0.8990536277602528,1.0909106753812639,1.1469327420546929,0.9952771563509817,1.0881811748053778,0.9343669250645987,1.0404411764705879,0.8313641245972078,0.9032356136398497,1.0609701020684672,1.0487580063319577,0.999073331819328
2017-03-29,0.9203933939506406,1.0923311546840961,1.1553584626755355,0.9970171513795673,1.077707006369426,0.9343669250645987,1.0428921568627447,0.8525778732545655,0.9068444416631922,1.067112275313883,1.0498962495889217,1.004660084121825
2017-03-30,0.934496195954723,1.082910675381264,1.1612712490761268,0.9972657220979366,1.0789808917197445,0.909043927648578,1.0318627450980389,0.8568743286788406,0.8929733649420034,1.075964230873453,1.052977810600782,1.0021643331470709
2017-03-31,0.9424754128780855,1.0886274509803926,1.159053954175905,0.9965200099428285,1.0945506015569704,0.9912144702842368,1.0453431372549016,0.8566058002148234,0.8925946052511535,1.0545569505916357,1.0506032955840345,1.0121542393130931
2017-04-03,0.9322694377435522,1.0923747276688458,1.1519586104951955,0.9766343524732785,1.0682236376503886,0.9447028423772602,1.0484068627450978,0.8399570354457578,0.9013243301078383,1.0392918435552343,1.0488780729946832,0.9995143680262449
2017-04-04,0.9482278715902771,1.0947973856209157,1.1463414634146338,0.9942828734775042,1.0594479830148613,0.9297157622739011,1.04656862745098,0.8842642320085935,0.9001961242888965,1.0440791256435733,1.049464943830419,1.0047921448784136
2017-04-05,0.9434032287994067,1.0943442265795214,1.16260162601626,1.0283370618941086,1.0597310686482657,0.9550387596899218,1.0533088235294115,0.8770139634801295,0.9220105714445505,1.0649444494625597,1.0462589740665005,1.0160733779544135
2017-04-06,0.9601039153831884,1.0908061002178657,1.155062823355506,1.005468555804126,1.0546355272469918,0.9364341085271309,1.0373774509803917,0.8944683136412467,0.9142674706846425,1.058260319754313,1.0482777405703705,1.0106884585595401
2017-04-07,0.9710521432547785,1.0932723311546848,1.1603843311160382,1.0151628138205318,1.0397735314932761,0.8981912144702835,1.0392156862745094,0.8756713211600435,0.9070312001412971,1.0539246680516665,1.0474106784673822,1.005367924093711
2017-04-10,0.9862683243644463,1.0934030501089333,1.1364375461936436,1.0042257022122791,1.063694267515923,0.861498708010335,1.0508578431372544,0.8694951664876481,0.8902678628858126,1.0382079306295728,1.0481309686131108,0.9994356401545847
2017-04-11,0.9910929671553166,1.1109891067538133,1.1359940872135992,0.980362913248819,1.0617126680820943,0.8516795865633067,1.0618872549019602,0.8458646616541357,0.8925564838774682,1.0418209737151116,1.0466280752266441,0.9973960703165625
2017-04-12,0.9805158656522549,1.1213769063180834,1.1222468588322245,0.965200099428287,1.057749469214437,0.8284237726098184,1.0618872549019602,0.8558002148227715,0.8755002227674199,1.016710324270617,1.0426928052037208,0.9885410988817874
2017-04-13,0.9821859343106331,1.122370370370371,1.133333333333333,0.9656972408650257,1.0703467799009196,0.8361757105943144,1.0533088235294115,0.8665413533834591,0.875099599757646,1.028272062144341,1.0355871723280379,0.9933331208189455
2017-04-18,0.9710521432547785,1.1239738562091508,1.1220990391722097,0.9306487695749437,1.0873319179051657,0.7839793281653737,1.035539215686274,0.8445220193340499,0.8210207919465793,1.0065938036311082,1.032580469103818,0.9726760884879635
2017-04-19,0.939320838745593,1.115651416122005,1.1308203991130819,0.9338801889137457,1.09936305732484,0.784496124031007,1.0269607843137252,0.8552631578947374,0.8178752208798262,1.003703369162677,1.0308081990448603,0.9707334556501237
2017-04-21,0.9209500835034332,1.1193376906318089,1.1439763488543975,0.9316430524484213,1.1180467091295108,0.8082687338501284,0.992647058823529,0.8327067669172938,0.8459888555357077,1.0158070634992322,1.0276796207557315,0.9729372363193463
2017-04-25,0.9163110038968272,1.1016383442265802,1.1597930524759792,0.9254287844891869,1.142392073602264,0.8108527131782938,1.0018382352941173,0.8171321160042969,0.8415331027729225,1.0308011923042182,1.0339388961190652,0.9747720618244685
2017-04-26,0.9125997402115423,1.1060740740740749,1.164079822616408,0.9214516529952769,1.14210898796886,0.8031007751937976,0.9993872549019603,0.8437164339419984,0.8544067352854179,1.0324270616927107,1.0334367085035767,0.9779352538882048
2017-04-27,0.9135275561328635,1.1017864923747285,1.138950480413895,0.929405915983097,1.1227176220806787,0.8113695090439269,1.0134803921568623,0.8697636949516654,0.8531238409077113,1.028272062144341,1.0340081164033679,0.9782397566189769
2017-04-28,0.9129708665800709,1.1052549019607851,1.1340724316334072,0.939348744717872,1.1355980184005656,0.8372093023255807,1.0257352941176465,0.8796992481203014,0.8653221785230063,1.036130430855388,1.0320299065301028,0.9871341417234625
2017-05-02,0.8918166635739473,1.0952156862745106,1.1413155949741316,0.949291573452647,1.1440905874026885,0.8279069767441852,1.0821078431372544,0.8579484425349092,0.8807811484982695,1.0481437991148046,1.0332570417426419,0.9918618315707348
2017-05-03,0.8825385043607352,1.079015250544663,1.134959349593496,0.9184688043748445,1.14210898796886,0.8284237726098184,1.0857843137254897,0.8668098818474764,0.8732811656138459,1.0116520639508628,1.0319433995480731,0.9823042094590091
2017-05-04,0.8439413620337728,1.0702919389978223,1.1331855136733187,0.8953517275664925,1.1440905874026885,0.7875968992248055,1.0441176470588232,0.8555316863587547,0.8793162364131428,1.001354891157077,1.032544096650785,0.9654778489886698
2017-05-05,0.8623121172759327,1.0701612200435737,1.124020694752402,0.910265970668655,1.128945506015569,0.7695090439276479,1.0477941176470587,0.8770139634801294,0.892058898163742,1.0089422816367086,1.0367658547269598,0.9691023813611418
2017-05-08,0.8628688068287255,1.0686100217864931,1.111160384331116,0.9082774049217,1.0867657466383576,0.7596899224806194,1.0245098039215683,0.8517722878625138,0.9003030286678447,0.9910577183632916,1.036804677541183,0.956501512580223
2017-05-09,0.8569307849322697,1.0642527233115475,1.1065779748706577,0.9164802386278894,1.095966029723991,0.7648578811369502,1.0337009803921566,0.8665413533834591,0.9141663946649488,0.9957546743744919,1.0357416949391203,0.9615229035418362
2017-05-11,0.8871775839673413,1.067572984749456,1.1082039911308204,0.9246830723340789,1.1207360226468501,0.7751937984496118,1.0441176470588232,0.90655209452202,0.9282802825058717,1.001354891157077,1.0335015830944574,0.9763872368521952
2017-05-12,0.8881053998886624,1.0705272331154692,1.1155949741315596,0.9271687795177727,1.1631988676574658,0.7679586563307487,1.0416666666666663,0.9194414607948448,0.9188959687651258,1.0043356517026467,1.0319736116268632,0.9816893658570962
2017-05-15,0.9059194655780296,1.0726100217864931,1.1277161862527718,0.9110116828237632,1.2076433121019101,0.7829457364341079,1.0373774509803917,0.8993018259935558,0.9408400759990161,1.014000541956463,1.0369028476616047,0.9899366299906504
2017-05-16,0.8953423640749678,1.0782047930283234,1.1396895787139691,0.9110116828237632,1.1510261854210893,0.810852713178294,1.0398284313725485,0.8673469387755107,0.9141866544879058,1.013639237647909,1.0361906023995144,0.9821128579524281
2017-05-17,0.9081462237892004,1.0992244008714604,1.1396895787139691,0.907531692766592,1.1347487615003533,0.8046511627906969,1.04656862745098,0.8571428571428577,0.9311761404485107,1.0134585854936322,1.0173545072737638,0.9842338030968254
2017-05-18,0.9159398775282986,1.0867712418300661,1.136437546193644,0.911508824260502,1.1215852795470624,0.7772609819121441,1.043504901960784,0.8544575725026858,0.9236007095929789,1.008039020865324,1.0211053087285074,0.977910595619349
2017-05-19,0.9370940805344223,1.0944923747276696,1.1479674796747972,0.9306487695749439,1.1245576786978055,0.7922480620155032,1.0667892156862742,0.8743286788399577,0.9310689432572555,1.026465540601572,1.0280156385152492,0.9925660823610203
2017-05-23,0.9558359621451108,1.0903877995642708,1.1524020694752408,0.9291573452647277,1.0929936305732477,0.8046511627906968,1.0526960784313721,0.8643931256713218,0.9343259782088802,1.032246409538434,1.0299049995173075,0.9909089561663305
2017-05-24,0.9519391352755616,1.096932461873639,1.151662971175167,0.907531692766592,1.0975230007077135,0.7881136950904385,1.0600490196078427,0.8617078410311498,0.9292380855055719,1.026465540601572,1.0324685635218736,0.9871163443635249
2017-05-25,0.9033215809983303,1.0942657952069723,1.159053954175906,0.8995774297787719,1.0921443736730354,0.7958656330749347,1.0557598039215683,0.8549946294307201,0.9371662157566291,1.0340529310812034,1.037054735245734,0.9826202347098073
2017-05-26,0.9250324735572466,1.1039302832244016,1.153584626755359,0.9025602783992044,1.0911535739561211,0.7906976744186041,1.074142156862745,0.868958109559614,0.9277118083269602,1.022039562821787,1.0373767925896347,0.9859810547882043
2017-05-30,0.920764520319169,1.1007320261437914,1.141463414634147,0.9065374098931144,1.0935598018400559,0.7912144702842371,1.0526960784313724,0.84452201933405,0.8988723337923098,1.0217685845903717,1.0361271431073722,0.977213065926262
2017-05-31,0.9023937650770091,1.105812636165578,1.1413155949741323,0.8896346010439968,1.0895966029723985,0.7875968992248056,1.0520833333333333,0.8246509129967783,0.8933188555773991,1.026465540601572,1.0356505570675405,0.9712868741967003
2017-06-01,0.890888847652626,1.1032331154684103,1.142054693274206,0.8767089236887893,1.0987968860580317,0.7586563307493535,1.051470588235294,0.8077336197636955,0.897153915966521,1.02953662722428,1.043491584161142,0.9656233548081208
2017-06-02,0.8864353312302843,1.1147450980392164,1.1419068736141913,0.8859060402684562,1.0854918612880389,0.7447028423772604,1.0526960784313724,0.8053168635875407,0.8891131226944778,1.0233944539788642,1.047360570250558,0.9629708565509704
2017-06-05,0.8795694934125072,1.1152941176470594,1.1249076127124913,0.8811831966194381,1.080113234253361,0.7224806201550382,1.0526960784313724,0.8007518796992487,0.8967611849455935,1.0167103242706175,1.0460852360510047,0.9570467742146727
2017-06-06,0.8903321580998332,1.1280087145969506,1.1269770879526981,0.8866517524235643,1.0760084925690014,0.6992248062015499,1.0680147058823526,0.8168635875402798,0.8935552387698219,1.0145424984192941,1.0431781231718646,0.9600179042455347
2017-06-07,0.8495082575617001,1.1216993464052294,1.1253510716925355,0.8767089236887893,1.0727530077848544,0.720930232558139,1.0900735294117643,0.8109559613319017,0.8844733583118963,1.0154457591906787,1.0448140950380689,0.9567899447937489
2017-06-08,0.847838188903322,1.1137342047930288,1.1259423503325945,0.8789460601541137,1.08351026185421,0.7214470284237721,1.1011029411764701,0.8131041890440392,0.8735099356862867,1.0350465179297268,1.0450932740966126,0.9594181678297564
2017-06-09,0.8524772685099281,1.1039302832244013,1.1283074648928308,0.8908774546358437,1.0713375796178335,0.7266149870801029,1.0925245098039211,0.8160580021482283,0.8761647812133633,1.0485051034233588,1.0442258581582538,0.9606797434549812
2017-06-13,0.8528483948784565,1.1037472766884535,1.119438285291944,0.8762117822520504,1.0542108987968852,0.7152454780361753,1.0906862745098036,0.7964554242749738,0.8666396247529415,1.032788366001265,1.0489368884892403,0.9508271805482951
2017-06-14,0.8287251809241051,1.0987886710239654,1.11189948263119,0.8841660452398704,1.040339702760084,0.7488372093023252,1.08578431372549,0.7875939849624067,0.8759678440217289,1.02953662722428,1.0478923247383218,0.9491639061815447
2017-06-15,0.8211170903692713,1.0927930283224405,1.1090909090909091,0.8836689038031317,1.0178343949044577,0.7571059431524544,1.1121323529411762,0.8206229860365206,0.8656871481485405,1.0226718453617563,1.045545467003726,0.9502724602130657
2017-06-16,0.8294674336611623,1.092575163398693,1.1073170731707318,0.8886403181705192,1.0174097664543515,0.753488372093023,1.1403186274509802,0.815520945220194,0.8661860584893702,1.02303314967031,1.0458420246846811,0.9533956907779334
2017-06-19,0.8183336426053077,1.0839564270152509,1.116777531411678,0.8965945811583392,1.010474168435951,0.7297157622739014,1.1446078431372548,0.7771213748657364,0.8605655123127091,1.0340529310812034,1.0545719073805913,0.9472199774297332
2017-06-21,0.7888290963072931,1.0862570806100222,1.1036215816703623,0.8918717375093211,1.0033970276008484,0.7214470284237723,1.1384803921568627,0.7768528464017194,0.8396184449276595,1.0373046698581885,1.0539574669206655,0.9387679905466051
2017-06-22,0.7936537390981635,1.0897690631808281,1.105838876570584,0.8998260004971411,1.0069355980183998,0.7095607235142116,1.130514705882353,0.7771213748657364,0.8439443842343334,1.0373046698581885,1.0534770921848373,0.9394469135719941
2017-06-23,0.8001484505474119,1.0951721132897607,1.103178122690318,0.9047974148645287,1.0283085633404099,0.7245478036175707,1.1268382352941178,0.7865198711063379,0.841580008515819,1.0478728208833894,1.0551214810000682,0.9458963404149665
2017-06-28,0.8326220077936543,1.0886884531590417,1.1207686622320772,0.9194630872483218,1.053220099079971,0.7462532299741598,1.1207107843137254,0.8235767991407095,0.838403399344522,1.0624153193026828,1.064415060778568,0.9606121841588866
2017-06-29,0.83243644460939,1.0854117647058827,1.1299334811529937,0.9209545115585381,1.047416843595187,0.7829457364341081,1.1770833333333335,0.8168635875402799,0.8481113543451826,1.0730737964050223,1.0552610666122966,0.9714230853679918
2017-06-30,0.8600853590647621,1.082013071895425,1.1365853658536589,0.93214019388516,1.0659589525831559,0.776227390180878,1.2524509803921569,0.8149838882921597,0.8420885956062236,1.0725318399421915,1.0568790264755978,0.9835065637695772
2017-07-03,0.8730747819632589,1.0633551198257085,1.1399852180339989,0.9284116331096194,1.0430290162774234,0.8067183462532295,1.315563725490196,0.7924274973147161,0.8558154692379273,1.070905970553699,1.0593212984548863,0.9889286778059777
2017-07-05,0.8467248097977367,1.0693159041394338,1.1420546932742057,0.9087745463584387,1.0454352441613584,0.7679586563307489,1.3216911764705883,0.7626208378088084,0.8662942038347626,1.055189233131605,1.060860787748248,0.9786059305307686
2017-07-06,0.8411579142698093,1.0677298474945536,1.1469327420546935,0.9045488441461592,1.0617126680820945,0.7627906976744181,1.272058823529412,0.7755102040816333,0.8719314960866965,1.0569957546743745,1.0509217699566675,0.9761368992093846
2017-07-07,0.8226015958433852,1.0566100217864927,1.1416112342941613,0.8931145911011679,1.065675866949752,0.7581395348837204,1.2628676470588236,0.7690655209452208,0.8654439047820673,1.0528407551260048,1.0576509540827184,0.9687970672770796
2017-07-10,0.8266839858971986,1.0582657952069718,1.121507760532151,0.8953517275664922,0.9585279547062983,0.7534883720930229,1.3002450980392157,0.786519871106338,0.8778543918855188,1.0521181465088971,1.0586322069024725,0.9630563103542107
2017-07-11,0.8491371311931719,1.0611938997821353,1.1226903178122694,0.9125031071339791,0.9646142958244865,0.7602067183462529,1.3125000000000002,0.8182062298603658,0.8718099371489543,1.0613314063770212,1.057803635713135,0.9734193043478637
2017-07-12,0.8428279829281877,1.063625272331155,1.1172209903917225,0.9149888143176729,0.9643312101910823,0.766925064599483,1.280637254901961,0.8015574650913003,0.8700240888318922,1.0667509710053293,1.0655315341618956,0.9688889114589788
2017-07-13,0.8550751530896277,1.0610718954248368,1.1374722838137477,0.9132488192890873,0.941825902335456,0.7710594315245475,1.2144607843137256,0.795112781954888,0.864379783028033,1.061512058531298,1.067528962807315,0.9615218893305247
2017-07-14,0.8654666914084254,1.0707625272331158,1.138654841093866,0.9485458612975387,0.9508846426043874,0.7762273901808782,1.2126225490196079,0.8002148227712145,0.8510616474900407,1.070544666245145,1.0725180629607922,0.9684985639344219
2017-07-17,0.8534050844312496,1.0754771241830068,1.1303769401330381,0.95600298284862,0.9705590941259725,0.781395348837209,1.2401960784313726,0.810955961331902,0.851078505112859,1.083190317044531,1.0724613129671583,0.9752637436479761
2017-07-18,0.8582297272221199,1.0827625272331158,1.1413155949741318,0.9674372358936112,0.9746638358103322,0.7684754521963821,1.2346813725490196,0.8292158968850706,0.8397940347077684,1.0851774907415772,1.073102491470777,0.9781753168213129
2017-07-19,0.8751159769901657,1.0816993464052291,1.1365853658536589,0.9597315436241606,0.9732484076433118,0.8098191214470282,1.232843137254902,0.8233082706766925,0.8392414142237654,1.077861078493361,1.0788678842800292,0.9809453662612277
2017-07-21,0.8459825570606798,1.0936644880174295,1.1336289726533633,0.9490430027342774,0.9786270346779896,0.8046511627906974,1.2236519607843137,0.7975295381310427,0.850086917150306,1.0846355342787464,1.0784709994213224,0.9761501168278846
2017-07-24,0.8619409909074047,1.093943355119826,1.1308203991130825,0.9701715137956743,0.9766454352441608,0.7860465116279067,1.1979166666666667,0.7784640171858223,0.8438423182301727,1.088790533827116,1.077323792237797,0.9728581741717832
2017-07-25,0.9014659491556882,1.0893769063180831,1.1466371027346642,0.9955257270693506,0.9844302901627737,0.7927648578811367,1.161764705882353,0.7905477980665957,0.8616149097907337,1.12455966037395,1.0804729947652965,0.9848687907435331
